AOP,AOP name,Event,Event Process,Event Action,Level of Organisation,Process_merged,Ontology_ID,Object,Ontology_ID,Action,Ontology_ID,Cell Context,  ,Organ Context,Ontology_ID
Aop:126,Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation,Event:531,LH Surge,Decreased,Cellular,hormone secretion,GO:0046879,Luteinizing hormone,CHEBI:81568,decreased concentration,PATO:0001163,,,,
Aop:153,Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats,Event:969,Decreased Kisspeptin stimulation of GnRH neurons,Decreased GnRH Release,Cellular,hormone secretion,GO:0046879,Gonadotropin Releasing Hormone,D007987,decreased process quality,PATO:0002302,gonadotropin releasing neuron,CL:0011111,,
Aop:165,Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse,Event:1047,secretion of GnRH from hypothalamus,Increased,Cellular,hormone secretion,GO:0046879,Gonadotropin Releasing Hormone,D007987,decreased process quality,PATO:0002302,gonadotropin releasing neuron,CL:0011111,,
Aop:168,GnRH pulse disruption leading to mammary adenomas and carcinomas in the SD rat.,Event:1071,GnRH pulsatility/release in hypothalamus,Decreased,Cellular,hormone secretion,GO:0046879,Gonadotropin Releasing Hormone,D007987,decreased process quality,PATO:0002302,gonadotropin releasing neuron,CL:0011111,,
Aop:168,GnRH pulse disruption leading to mammary adenomas and carcinomas in the SD rat.,Event:1072,LH Surge from anterior pituitary,Decreased,Cellular,hormone secretion,GO:0046879,leutinizing hormone,CHEBI:81568,decreased process quality,PATO:0002302,,,,
Aop:169,GnRH pulse disruption leading to pituitary adenomas and carcinomas in the SD rat.,Event:1071,GnRH pulsatility/release in hypothalamus,Decreased,Cellular,hormone secretion,GO:0046879,Gonadotropin Releasing Hormone,D007987,decreased process quality,PATO:0002302,gonadotropin releasing neuron,CL:0011111,,
Aop:169,GnRH pulse disruption leading to pituitary adenomas and carcinomas in the SD rat.,Event:1072,LH Surge from anterior pituitary,Decreased,Cellular,hormone secretion,GO:0046879,leutinizing hormone,CHEBI:81568,decreased process quality,PATO:0002302,,,,
Aop:165,Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse,Event:1049,secrection of FSH from anterior pituitary,Increased,Cellular,follicle-stimulating hormone secretion,GO:0046884,Follicle stimulating hormone,CHEBI:81569,decreased process quality,PATO:0002302,,,,
Aop:12,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration in aging,Event:381,Release of BDNF,Reduced,Molecular,secretion,GO:0046903,brain-derived neurotrophic factor,PR:000004716,decreased process quality,PATO:0002302,neural cell,CL:0002319,,
Aop:13,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities,Event:381,Release of BDNF,Reduced,Molecular,secretion,GO:0046903,brain-derived neurotrophic factor,PR:000004716,decreased process quality,PATO:0002302,neural cell,CL:0002319,,
Aop:54,Inhibition of Na+/I- symporter (NIS) decreases TH synthesis leading to learning and memory deficits in children,Event:381,Release of BDNF,Reduced,Molecular,secretion,GO:0046903,brain-derived neurotrophic factor,PR:000004716,decreased process quality,PATO:0002302,neural cell,CL:0002319,,
Aop:57,AhR activation leading to hepatic steatosis,Event:450,VLDL secretion,Suppression,Cellular,secretion,GO:0046903,very-low-density lipoprotein,CHEBI:39027,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,Event:533,Cortical granule release/distribution upon fertilization,Decreased,Cellular,secretion,GO:0046903,cortical granule,GO:0060473,decreased process quality,PATO:0002302,oocyte,CL:0000023,,
Aop:126,Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation,Event:533,Cortical granule release/distribution upon fertilization,Decreased,Cellular,secretion,GO:0046903,cortical granule,GO:0060473,decreased process quality,PATO:0002302,,,,
Aop:148,EGFR Activation Leading to Mucus Hypersecretion,Event:962,Mucin production,Increase,Cellular,secretion,GO:0046903,mucin-5AC,PR:000031343,increased process quality,PATO:0002304,goblet cell ,CL:0000160,,
Aop:163,"PPARgamma activation leading to sarcomas in rats, mice, and hamsters",Event:1032,secretion of local growth factors,Increased,Cellular,secretion,GO:0046903,eukaryotic protein,PR:000036194,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:171,Chronic cytotoxicity of the serous membrane leading to pleural/peritoneal mesotheliomas in the rat.,Event:1032,secretion of local growth factors,Increased,Cellular,secretion,GO:0046903,eukaryotic protein,PR:000036194,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:21,Activation of the aryl hydrocarbon receptor (AhR) leading to early life stage mortality,Event:944,"dimerization, AHR/ARNT","dimerization, AHR/ARNT",Molecular,protein dimerization activity,GO:0046983,aryl hydrocarbon receptor,PR:000003858,disrupted,PATO:0001507,eukaryotic cell,CL:0000255,,
Aop:21,Activation of the aryl hydrocarbon receptor (AhR) leading to early life stage mortality,Event:944,"dimerization, AHR/ARNT","dimerization, AHR/ARNT",Molecular,protein dimerization activity,GO:0046983,ARNT,PR:000004303,disrupted,PATO:0001507,eukaryotic cell,CL:0000255,,
Aop:150,Aryl hydrocarbon receptor activation leading to embryolethality via cardiotoxicty,Event:944,AHR/ARNT,dimerization,Molecular,protein dimerization activity,GO:0046983,AHR,PR:000003858,increased process quality,PATO:0002304,,,,
Aop:150,Aryl hydrocarbon receptor activation leading to embryolethality via cardiotoxicty,Event:944,AHR/ARNT,dimerization,Molecular,protein dimerization activity,GO:0046983,ARNT,PR:000004303,increased process quality,PATO:0002304,,,,
Aop:150,Aryl hydrocarbon receptor activation leading to embryolethality via cardiotoxicty,Event:945,ARNT/HIF1-alpha,reduced dimerization,Molecular,protein dimerization activity,GO:0046983,hypoxia-inducible factor 1-alpha,PR:000008555,decreased process quality,PATO:0002302,,,,
Aop:150,Aryl hydrocarbon receptor activation leading to embryolethality via cardiotoxicty,Event:945,ARNT/HIF1-alpha,reduced dimerization,Molecular,protein dimerization activity,GO:0046983,ARNT,PR:000004303,decreased process quality,PATO:0002302,,,,
Aop:6,Antagonist binding to PPARalpha leading to starvation-like body-weight loss,Event:998,PPAR alpha,Binding of antagonist,Molecular,receptor antagonist activity,GO:0048019,peroxisome proliferator-activated receptor alpha ,PR:000013056,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:128,Kidney dysfunction by decreased thyroid hormone,Event:818,Cytoplasmic vacuolization (Renal tubule),Occurrence,Organ,autophagic cell death,GO:0048102,renal tubule,UBERON:0009773,occurrence,PATO:0000057,,,kidney,UBERON:0002113
Aop:130,Phospholipase A inhibitors lead to hepatotoxicity,Event:833,Cytoplasmic vacuolization (hepatocyte),Occurrence,Cellular,autophagic cell death,GO:0048102,,,occurrence,PATO:0000057,hepatocyte,CL:0000182,,
Aop:130,Phospholipase A inhibitors lead to hepatotoxicity,Event:835,Ballooning degeneration (hepatocyte),Occurrence,Cellular,autophagic cell death,GO:0048102,,,occurrence,PATO:0000057,hepatocyte,CL:0000182,,
Aop:130,Phospholipase A inhibitors lead to hepatotoxicity,Event:836,Cytoplasmic vacuolization (Bile duct cell),Occurrence,Cellular,autophagic cell death,GO:0048102,,,occurrence,PATO:0000057,cholangiocyte,CL:1000488,,
Aop:130,Phospholipase A inhibitors lead to hepatotoxicity,Event:837,Cytoplasmic vacuolization (kupffer cell),Occurrence,Cellular,autophagic cell death,GO:0048102,,,occurrence,PATO:0000057,Kupffer cell,CL:0000091,,
Aop:195,5-hydroxytryptamine transporter (5-HTT) inhibition leading to population increase,Event:1161,gamete maturation,Increased,Organ,cell maturation,GO:0048469,gamete,CL:0000300,increased process quality,PATO:0002304,,,,
Aop:23,Androgen receptor agonism leading to reproductive dysfunction,Event:309,Vitellogenin accumulation into oocytes and oocyte growth/development,Reduction,Cellular,oocyte development,GO:0048599,,,decreased process quality,PATO:0002302,ooctye,CL:0000023,,
Aop:25,Aromatase inhibition leading to reproductive dysfunction,Event:309,Vitellogenin accumulation into oocytes and oocyte growth/development,Reduction,Cellular,oocyte development,GO:0048599,,,decreased process quality,PATO:0002302,ooctye,CL:0000023,,
Aop:30,Estrogen receptor antagonism leading to reproductive dysfunction,Event:309,Vitellogenin accumulation into oocytes and oocyte growth/development,Reduction,Cellular,oocyte development,GO:0048599,,,decreased process quality,PATO:0002302,ooctye,CL:0000023,,
Aop:122,Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation,Event:309,Vitellogenin accumulation into oocytes and oocyte growth/development,Reduction,Cellular,oocyte development,GO:0048599,,,decreased process quality,PATO:0002302,ooctye,CL:0000023,,
Aop:123,Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription,Event:309,Vitellogenin accumulation into oocytes and oocyte growth/development,Reduction,Cellular,oocyte development,GO:0048599,,,decreased process quality,PATO:0002302,ooctye,CL:0000023,,
Aop:155,Deiodinase 2 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1004,Posterior swim bladder inflation,Reduced,Organ,swim bladder inflation,GO:0048798,posterior chamber swim bladder,UBERON:2001278,decreased process quality,PATO:0002302,,,,
Aop:155,Deiodinase 2 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1007,Anterior swim bladder inflation,Reduced,Organ,swim bladder inflation,GO:0048798,anterior chamber swim bladder,UBERON:2001277,decreased process quality,PATO:0002302,,,,
Aop:156,Deiodinase 2 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1007,Anterior swim bladder inflation,Reduced,Organ,swim bladder inflation,GO:0048798,anterior chamber swim bladder,UBERON:2001277,decreased process quality,PATO:0002302,,,,
Aop:157,Deiodinase 1 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1004,Posterior swim bladder inflation,Reduced,Organ,swim bladder inflation,GO:0048798,posterior chamber swim bladder,UBERON:2001278,decreased process quality,PATO:0002302,,,,
Aop:157,Deiodinase 1 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1007,Anterior swim bladder inflation,Reduced,Organ,swim bladder inflation,GO:0048798,anterior chamber swim bladder,UBERON:2001277,decreased process quality,PATO:0002302,,,,
Aop:158,Deiodinase 1 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1007,Anterior swim bladder inflation,Reduced,Organ,swim bladder inflation,GO:0048798,anterior chamber swim bladder,UBERON:2001277,decreased process quality,PATO:0002302,,,,
Aop:159,Thyroperoxidase inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1007,Anterior swim bladder inflation,Reduced,Organ,swim bladder inflation,GO:0048798,anterior chamber swim bladder,UBERON:2001277,decreased process quality,PATO:0002302,,,,
Aop:13,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities,Event:382,Dendritic morphology,Aberrant,Cellular,dendrite morphogenesis,GO:0048813,dendrite,GO:0030425,abnormal,PATO:0000460,neuron,CL:0000540,,
Aop:65,XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:186,Neuroanatomy,Altered,Organ,anatomical structure development,GO:0048856,nervous system,UBERON:0001016,deviation(from_normal),PATO:0000069,,,brain,UBERON:0000955
Aop:200,Estrogen receptor activation leading to breast cancer,Event:1241,Motility,Increased,Cellular,cell motility,GO:0048870,,,increased process quality        ,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:27,Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11),Event:87,Cytokine,Release,Cellular,cytokine secretion,GO:0050663,cytokine,84050,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:144,Lysosomal damage leading to liver inflammation,Event:87,Cytokine,Release,Cellular,cytokine secretion,GO:0050663,cytokine,84050,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:86,Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure,Event:579,Hydrogen peroxide production,Decreased,Molecular,hydrogen peroxide biosynthetic process,GO:0050665,hydrogen peroxide,CHEBI:16240,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:105,Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),Event:710,Regenerative cell proliferation (tubular epithelial cells),Increase,Cellular,epithelial cell proliferation,GO:0050673,nephron tubule epithelial cell,CL:1000494,increased process quality,PATO:0002304,nephron tubule epithelial cell,CL:1000494,,
Aop:109,Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse),Event:734,Regenerative cell proliferation (terminal bronchiolar epithelial cells),Increase,Cellular,epithelial cell proliferation,GO:0050673,bronchial epithelial cell,CL:0002328,increased process quality,PATO:0002304,bronchial epithelial cell,CL:0002328,,
Aop:116,Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),Event:710,Regenerative cell proliferation (tubular epithelial cells),Increase,Cellular,epithelial cell proliferation,GO:0050673,nephron tubule epithelial cell,CL:1000494,increased process quality,PATO:0002304,nephron tubule epithelial cell,CL:1000494,,
Aop:160,Ionotropic gamma-aminobutyric acid receptor activation mediated neurotransmission inhibition leading to mortality,Event:1015,Neuronal synaptic inhibition,Increased,Cellular,negative regulation of synaptic transmission,GO:0050805,GABA receptor complex,GO:1902710,decreased process quality,PATO:0002302,neuron,CL:0000540,,
Aop:161,Glutamate-gated chloride channel activation leading to neurotransmission inhibition associated mortality,Event:1015,Neuronal synaptic inhibition,Increased,Cellular,negative regulation of synaptic transmission,GO:0050805,GABA receptor complex,GO:1902710,decreased process quality,PATO:0002302,neuron,CL:0000540,,
Aop:70,Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell,Event:647,Decreased Activity of Steroidogenic Enzymes in Adult Leydig cells,Decreased steroidogenesis,Cellular,regulation of steroid biosynthetic process,GO:0050810,,,decreased process quality,PATO:0002302,Leydig cell,CL:0000178,,
